0.000|-0.1961589;1.826894;-3.593979;-0.1262989;-0.4467973;0.8856682
0.333|-0.1961589;1.826894;-3.593979;-0.1262989;-0.4467973;0.8856682
0.380|-0.1961589;1.826894;-3.593979;-0.1262989;-0.4467973;0.8856682
0.411|-0.1961589;1.826894;-3.593979;-0.1262989;-0.4467973;0.8856682
0.452|-0.3243006;1.819806;-3.593761;-0.1035587;-0.4523939;0.8857643
0.487|-0.2666316;1.812038;-3.586307;-0.07470353;-0.4672852;0.8809426
0.525|-0.2787781;1.812939;-3.588875;-0.07609429;-0.4577945;0.8857768
0.570|-0.2814317;1.812678;-3.589562;-0.07465734;-0.4648324;0.8822426
0.597|-0.2943999;1.813931;-3.591339;-0.07044873;-0.4622815;0.8839145
0.644|-0.3185261;1.8161;-3.594654;-0.08134747;-0.4519019;0.8883335
0.677|-0.320158;1.815863;-3.594685;-0.08421913;-0.4501244;0.8889735
0.717|-0.3092048;1.814382;-3.593282;-0.07470583;-0.4558104;0.8869223
0.751|-0.3122922;1.814462;-3.593708;-0.07686406;-0.453591;0.8878734
0.794|-0.3177671;1.814914;-3.59426;-0.07317332;-0.4483768;0.8908279
0.828|-0.3167742;1.815137;-3.594552;-0.07279896;-0.4517854;0.889141
0.865|-0.3500202;1.818408;-3.599867;-0.1145028;-0.5056598;0.8550928
0.912|-0.3500202;1.818408;-3.599867;-0.1145028;-0.5056598;0.8550928
0.946|-0.3500202;1.818408;-3.599867;-0.1145028;-0.5056598;0.8550928
0.990|-0.3500202;1.818408;-3.599867;-0.1145028;-0.5056598;0.8550928
1.037|-0.3500202;1.818408;-3.599867;-0.1145028;-0.5056598;0.8550928
1.074|-0.348783;1.815498;-3.59551;-0.1305381;-0.4773263;0.8689624
1.130|-0.2879931;1.809773;-3.584866;-0.07700261;-0.4588692;0.8851485
1.171|-0.3245016;1.811891;-3.588215;-0.1036407;-0.4692202;0.8769735
1.214|-0.2993701;1.80916;-3.581918;-0.09683484;-0.4714751;0.8765241
1.258|-0.2967146;1.809246;-3.57935;-0.09953678;-0.4723416;0.8757731
1.297|-0.2967146;1.809246;-3.57935;-0.09953678;-0.4723416;0.8757731
1.339|-0.2967146;1.809246;-3.57935;-0.09953678;-0.4723416;0.8757731
1.387|-0.2967146;1.809246;-3.57935;-0.09953678;-0.4723416;0.8757731
1.424|-0.2967146;1.809246;-3.57935;-0.09953678;-0.4723416;0.8757731
1.465|-0.3314815;1.822609;-3.575614;-0.1071247;-0.4973761;0.860881
1.509|-0.2643173;1.818486;-3.567315;-0.05940057;-0.4855945;0.8721508
1.545|-0.3248129;1.826154;-3.574275;-0.08601684;-0.42532;0.9009309
1.591|-0.2807854;1.822424;-3.565592;-0.08131186;-0.4482992;0.8901677
1.629|-0.2807854;1.822424;-3.565592;-0.08131186;-0.4482992;0.8901677
1.671|-0.2807854;1.822424;-3.565592;-0.08131186;-0.4482992;0.8901677
1.717|-0.2807854;1.822424;-3.565592;-0.08131186;-0.4482992;0.8901677
1.750|-0.2540923;1.825181;-3.556537;-0.03530521;-0.3640103;0.9307171
1.793|-0.315305;1.829768;-3.562941;-0.08578038;-0.2336579;0.9685119
1.828|-0.3105163;1.829314;-3.560263;-0.1008507;-0.2478344;0.9635354
1.865|-0.2526458;1.824919;-3.548889;-0.07218502;-0.2830416;0.9563844
1.907|-0.2480127;1.823105;-3.545934;-0.08834434;-0.4180401;0.9041162
1.936|-0.2754224;1.823878;-3.547925;-0.1012651;-0.4420007;0.891262
1.978|-0.2895876;1.82284;-3.548624;-0.1146266;-0.4282562;0.8963443
2.009|-0.2607725;1.819005;-3.540623;-0.1044909;-0.4484009;0.8876998
2.050|-0.2642361;1.817055;-3.53872;-0.1113193;-0.4524948;0.8847797
2.084|-0.2532504;1.815209;-3.534393;-0.1109886;-0.4525036;0.8848081
2.125|-0.2480975;1.813766;-3.531801;-0.111189;-0.4525356;0.8847699
2.170|-0.2432048;1.812865;-3.530483;-0.1014524;-0.4654561;0.8792194
2.200|-0.2437385;1.812785;-3.530846;-0.1049863;-0.4626834;0.8802776
2.243|-0.2273073;1.811777;-3.528178;-0.1147297;-0.4741778;0.8729191
2.276|-0.2220377;1.811838;-3.527818;-0.1154342;-0.4610542;0.8798261
2.316|-0.2170435;1.812014;-3.528444;-0.1158608;-0.4606904;0.8799478
2.351|-0.2067856;1.811562;-3.527681;-0.1182424;-0.4564475;0.8818475
2.394|-0.1977326;1.811333;-3.528783;-0.1187247;-0.4628739;0.8784306
2.435|-0.1979682;1.811665;-3.531876;-0.1241995;-0.4639682;0.8770945
2.467|-0.1811088;1.810975;-3.529694;-0.12214;-0.4599388;0.8795021
2.513|-0.1662603;1.80999;-3.529503;-0.1166635;-0.4625898;0.8788461
2.546|-0.1772642;1.809456;-3.53473;-0.1317913;-0.4429935;0.8867835
2.589|-0.1581092;1.807345;-3.534168;-0.1348379;-0.46794;0.8733987
2.626|-0.1885184;1.808434;-3.545454;-0.168712;-0.4554281;0.8741347
2.665|-0.1492353;1.806116;-3.541636;-0.1385419;-0.4592342;0.877437
2.704|-0.1811622;1.807642;-3.553573;-0.1645003;-0.4385215;0.8835273
2.747|-0.1327421;1.804542;-3.551332;-0.127958;-0.4777077;0.869134
2.780|-0.1332865;1.805347;-3.55701;-0.1327472;-0.4587143;0.878603
2.822|-0.1712804;1.81034;-3.568572;-0.1436814;-0.4684839;0.8717054
2.857|-0.1448486;1.810643;-3.568223;-0.142809;-0.4509853;0.8810251
2.901|-0.1800581;1.815184;-3.577423;-0.1504841;-0.4304568;0.8899719
2.946|-0.1506945;1.814381;-3.577353;-0.1326457;-0.4356876;0.8902555
2.982|-0.1613987;1.815248;-3.581785;-0.1404321;-0.4386782;0.8875943
3.027|-0.1655187;1.816097;-3.586992;-0.1409981;-0.4213537;0.8958596
3.062|-0.1813021;1.81703;-3.592592;-0.1469962;-0.4198253;0.8956059
3.102|-0.13064;1.818287;-3.586389;-0.1107862;-0.4425776;0.889856
3.144|-0.182971;1.821495;-3.599613;-0.1432009;-0.4594665;0.8765639
3.177|-0.1944662;1.823945;-3.602471;-0.1388608;-0.4666625;0.8734559
3.226|-0.1944662;1.823945;-3.602471;-0.1388608;-0.4666625;0.8734559
3.264|-0.1944662;1.823945;-3.602471;-0.1388608;-0.4666625;0.8734559
3.305|-0.1944662;1.823945;-3.602471;-0.1388608;-0.4666625;0.8734559
3.346|-0.2043795;1.836021;-3.611414;-0.2024239;-0.2059979;0.9573767
3.378|-0.1630679;1.834237;-3.596715;-0.1891284;-0.1828635;0.9647689
3.421|-0.1716596;1.834344;-3.598174;-0.2113754;-0.171595;0.9622181
3.456|-0.1764424;1.834129;-3.597732;-0.2090324;-0.1580312;0.965052
3.498|-0.1883726;1.834334;-3.599158;-0.2091543;-0.1564026;0.9652837
3.542|-0.1973591;1.834324;-3.600026;-0.2122625;-0.1522694;0.9652725
3.574|-0.2146713;1.834684;-3.603419;-0.210863;-0.1482566;0.9661971
3.618|-0.2345783;1.8349;-3.606729;-0.2122703;-0.1484125;0.9658711
3.654|-0.2206346;1.833006;-3.599077;-0.2019924;-0.1716643;0.964219
3.697|-0.2397066;1.832961;-3.601273;-0.2150565;-0.1693709;0.9617906
3.744|-0.2350852;1.830588;-3.59547;-0.2079551;-0.1755278;0.962245
