0.000|0
0.333|0
0.380|0
0.411|0
0.452|0
0.487|0
0.525|0
0.570|0
0.597|0
0.644|0
0.677|0
0.717|0
0.751|0
0.794|0
0.828|0
0.865|0
0.912|0
0.946|0
0.990|0
1.037|0
1.074|0
1.130|0
1.171|0
1.214|0
1.258|0
1.297|0
1.339|0
1.387|0
1.424|0
1.465|0
1.509|0
1.545|0
1.591|0
1.629|0
1.671|0
1.717|0
1.750|0
1.793|0
1.828|0
1.865|0
1.907|0
1.936|0
1.978|0
2.009|0
2.050|0
2.084|0
2.125|0
2.170|0
2.200|0
2.243|0
2.276|0
2.316|0
2.351|0
2.394|0
2.435|0
2.467|0
2.513|0
2.546|0
2.589|0
2.626|0
2.665|0
2.704|0
2.747|0
2.780|0
2.822|0
2.857|0
2.901|0
2.946|0
2.982|0
3.027|0
3.062|0
3.102|0
3.144|0
3.177|0
3.226|0
3.264|0
3.305|0
3.346|0
3.378|0
3.421|0
3.456|0
3.498|0
3.542|0
3.574|0
3.618|0
3.654|0
3.697|0
3.744|0
3.777|0
3.822|0
3.857|0
3.899|0
3.943|0
3.977|0
4.028|0
4.069|0
4.113|0
4.161|0
4.200|0
4.240|0
4.285|0
4.349|0
4.395|0
4.443|0
4.488|0
4.531|0
4.575|0
4.611|0
4.655|0
4.696|0
4.731|0
4.775|0
4.808|0
4.858|0
4.903|0
4.953|0
4.998|0
5.048|0
5.092|0
5.147|0
5.200|0
5.245|0
5.299|0
5.345|0
5.400|0
5.451|0
5.493|0
5.543|0
5.596|0
5.640|0
5.688|0
5.735|0
5.787|0
5.832|0
5.875|0
5.927|0
5.971|0
6.019|0
6.069|0
6.117|0
6.163|0
6.207|0
6.257|0
6.310|0
6.353|0
6.401|0
6.453|0
6.498|0
6.544|0
6.596|0
6.640|0
6.685|0
6.734|0
6.784|0
6.828|0
6.875|0
6.926|0
6.973|0
7.027|0
7.074|0
7.121|0
7.162|0
7.214|0
7.264|0
7.310|0
7.359|0
7.417|0
7.467|0
7.522|0
7.568|0
7.617|0
7.672|0
7.722|0
7.767|0
7.822|0
7.870|0
7.916|0
7.965|0
8.004|0
8.045|0
8.089|0
8.126|0
8.171|0
8.213|0
8.275|0
8.318|0
8.361|0
8.403|0
8.437|0
8.480|0
8.515|0
8.560|0
8.606|0
8.642|0
8.686|0
8.720|0
8.769|0
8.814|0
8.848|0
8.892|0
8.928|0
8.973|0
9.019|0
9.056|0
9.101|0
9.150|0
9.184|0
9.229|0
9.270|0
9.311|0
9.360|0
9.398|0
9.437|0
9.482|0
9.518|0
9.567|0
9.615|1
9.647|1
9.693|1
9.731|1
9.775|1
9.826|1
9.862|1
9.902|1
9.949|1
9.985|1
10.031|1
