0.000|25
0.333|50
0.397|50
0.446|50
0.491|50
0.540|50
0.579|50
0.625|50
0.674|50
0.718|50
0.763|50
0.811|50
0.854|50
0.902|50
0.951|50
0.997|50
1.043|50
1.090|50
1.132|50
1.179|50
1.221|50
1.268|50
1.341|50
1.401|50
1.462|50
1.519|50
1.581|50
1.644|50
1.699|50
1.745|50
1.787|50
1.835|50
1.883|50
1.927|50
1.977|25
2.025|25
2.075|25
2.119|25
2.170|25
2.219|25
2.264|25
2.308|25
2.365|25
2.418|25
2.462|25
2.510|25
2.556|25
2.607|25
2.646|25
2.700|25
2.760|25
2.821|25
2.879|25
2.941|25
2.987|25
3.041|25
3.082|25
3.135|25
3.187|25
3.233|25
3.285|25
3.331|25
3.385|25
3.430|25
3.476|25
3.518|25
3.565|25
3.614|25
3.655|25
3.700|25
3.752|25
3.795|25
3.842|25
3.888|25
3.929|25
3.986|25
4.046|25
4.109|25
4.167|25
4.217|25
4.270|25
4.319|25
4.375|25
4.424|25
4.469|25
4.517|25
4.562|25
4.607|25
4.656|25
4.705|25
4.749|25
4.798|25
4.844|25
4.885|25
4.930|25
4.982|25
5.022|25
5.066|25
5.117|25
5.165|25
5.221|50
5.275|25
5.343|25
5.400|25
5.459|25
5.505|25
5.561|50
5.606|25
5.653|25
5.696|25
5.742|25
5.789|25
5.832|25
5.884|25
5.928|25
5.976|25
6.019|25
6.063|25
6.111|25
6.153|25
6.199|25
6.250|25
6.294|25
6.342|25
6.395|25
6.447|25
6.487|25
6.541|25
6.603|25
6.665|25
6.713|25
6.777|25
6.832|25
6.884|25
6.934|25
6.988|25
7.036|25
7.084|25
7.126|25
7.172|25
7.219|25
7.265|25
7.312|25
7.370|25
7.420|25
7.465|25
7.517|25
7.563|25
7.611|25
7.653|25
7.702|25
7.751|25
7.799|25
7.855|25
7.921|25
7.983|25
8.052|25
8.113|25
8.163|25
8.217|25
8.257|50
8.307|25
8.380|25
8.432|25
8.477|25
8.531|25
8.583|25
8.628|25
8.678|25
8.720|25
8.773|25
8.820|25
8.867|25
8.919|25
8.972|25
9.019|25
9.063|25
9.112|25
9.169|25
9.232|25
9.283|25
9.344|25
9.422|25
9.476|25
9.527|25
9.578|25
9.623|25
9.669|25
9.718|25
9.761|25
9.811|25
9.859|25
9.909|25
9.954|25
10.006|25
10.059|25
10.103|25
10.154|25
10.208|25
10.259|25
10.300|25
10.348|25
10.403|25
10.477|25
10.535|25
10.596|25
10.653|25
10.698|25
10.750|25
10.802|25
10.851|25
10.899|25
10.953|25
11.004|25
11.052|25
11.098|25
11.146|25
11.195|25
11.241|25
11.283|25
11.334|25
11.383|25
11.447|25
11.505|25
11.556|25
11.610|25
11.671|25
11.736|25
11.798|25
11.854|25
11.919|25
11.968|25
12.016|25
12.060|25
12.110|25
12.160|25
12.206|25
12.260|25
12.307|25
12.358|25
12.397|25
12.457|25
12.514|25
12.564|25
12.616|25
12.663|25
12.719|25
12.774|25
12.826|25
12.878|25
12.927|25
12.990|25
13.052|25
13.116|25
13.206|25
13.261|25
13.310|25
13.357|25
13.409|25
13.451|25
13.510|25
13.564|50
13.617|25
13.667|25
13.719|25
13.768|25
13.822|25
13.869|25
13.920|25
13.965|25
14.018|25
14.069|25
14.120|25
14.165|25
14.222|25
14.286|25
14.352|25
14.418|25
14.481|25
14.534|25
14.579|25
14.635|25
14.688|25
14.736|25
14.789|25
14.834|25
14.891|25
14.957|25
15.010|25
15.071|25
15.136|25
15.191|25
15.253|25
15.316|25
15.379|25
15.436|25
15.524|25
15.601|25
15.681|25
15.757|25
15.824|25
15.897|25
15.964|25
16.023|25
16.086|25
16.149|25
16.218|25
16.277|25
16.328|25
16.377|25
16.421|25
16.469|25
16.525|25
16.576|25
16.635|25
16.689|25
16.743|25
16.804|25
16.868|25
16.923|25
16.989|25
17.050|25
17.101|25
17.157|25
17.209|25
17.259|25
17.306|25
17.360|25
17.409|25
17.460|25
17.517|25
17.565|25
17.624|25
17.678|25
17.727|25
17.771|25
17.819|25
17.868|25
17.920|25
17.967|25
18.019|25
18.080|25
18.142|25
18.200|25
18.250|25
18.311|25
18.367|25
18.418|25
18.467|25
18.525|25
18.570|25
18.622|25
18.676|25
18.728|25
18.774|25
18.826|25
18.879|25
18.929|25
18.972|25
19.025|25
19.077|25
19.127|25
19.177|25
19.236|25
19.290|25
19.352|25
19.419|25
19.481|25
19.566|25
19.627|25
19.679|25
19.734|25
19.788|25
19.836|25
19.891|25
19.946|25
19.998|25
20.043|25
20.091|25
20.142|25
20.191|25
20.235|25
20.287|25
20.336|25
20.386|25
20.433|25
20.480|25
20.527|25
20.576|25
20.639|25
20.703|25
20.769|25
20.833|25
20.891|25
20.948|25
20.999|25
21.055|25
21.104|25
21.162|25
21.213|25
21.266|25
21.317|25
21.365|25
21.417|25
21.467|25
21.521|25
21.569|25
21.621|25
21.668|25
21.716|25
21.763|25
21.813|25
21.865|25
21.914|25
21.977|25
22.045|25
22.110|25
22.176|25
22.235|25
22.291|25
22.344|25
22.395|25
22.437|25
22.487|25
22.535|25
22.592|25
22.638|25
22.689|25
22.736|25
22.782|25
22.832|25
22.879|25
22.925|25
22.978|25
23.029|25
23.074|25
23.133|25
23.192|25
23.261|25
23.328|25
23.403|25
23.472|25
23.538|25
23.603|25
23.659|25
23.710|25
23.766|25
23.820|25
23.870|25
23.924|25
23.980|25
24.037|25
24.086|25
24.135|25
24.190|25
24.245|25
24.298|25
24.344|25
24.400|25
24.451|25
24.510|25
24.578|25
24.645|25
24.698|25
24.758|25
24.813|25
24.869|25
24.921|25
24.970|25
25.021|25
25.070|25
25.115|25
25.164|25
25.215|25
25.259|25
25.306|25
25.356|25
25.405|25
25.455|25
25.507|25
25.557|25
25.612|25
25.667|25
25.715|25
25.766|25
25.817|25
25.878|25
25.940|25
26.003|25
26.058|25
26.107|25
26.155|25
26.202|25
